person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,loan_burden,loan_burden_category,credit_score_category,income_category,age_category
34.0,male,Bachelor,128188.0,10,RENT,3000.0,EDUCATION,11.12,0.02,7.0,659,Yes,0,0.02340312665772147,Low,Average,High,Adult
33.0,female,Associate,130586.0,9,RENT,3000.0,VENTURE,11.36,0.02,5.0,583,No,0,0.022973366210772977,Low,Average,High,Adult
31.0,female,Bachelor,42967.0,10,MORTGAGE,8000.0,PERSONAL,5.42,0.19,9.0,708,No,0,0.1861894011683385,Medium,Good,Medium,Adult
35.0,female,Bachelor,43517.0,16,MORTGAGE,4000.0,EDUCATION,9.63,0.09,8.0,599,Yes,0,0.09191810097203391,Low,Average,Medium,Adult
29.0,male,Bachelor,146543.0,8,RENT,3000.0,VENTURE,10.25,0.02,9.0,655,Yes,0,0.020471806909917227,Low,Average,High,Adult
30.0,male,Associate,150972.0,5,RENT,3000.0,EDUCATION,14.65,0.02,10.0,655,No,0,0.019871234401080996,Low,Average,High,Adult
28.0,female,Associate,157477.0,5,RENT,3000.0,HOMEIMPROVEMENT,14.22,0.02,8.0,604,No,0,0.01905040101094128,Low,Average,High,Adult
28.0,female,Bachelor,181080.0,9,RENT,3000.0,PERSONAL,10.75,0.02,5.0,622,Yes,0,0.01656726308813784,Low,Average,High,Adult
33.0,male,Master,43014.0,10,MORTGAGE,6000.0,PERSONAL,5.42,0.14,6.0,628,Yes,0,0.13948946854512484,Medium,Average,Medium,Adult
28.0,female,Bachelor,97278.0,5,RENT,3025.0,VENTURE,9.99,0.03,8.0,604,Yes,0,0.031096445239416928,Low,Average,High,Adult
32.0,male,Master,108812.0,11,RENT,3025.0,VENTURE,11.01,0.03,5.0,702,Yes,0,0.02780024262029923,Low,Good,High,Adult
27.0,female,Bachelor,19373.0,7,RENT,3050.0,PERSONAL,10.38,0.16,5.0,694,No,1,0.15743560625612968,Medium,Good,Low,Adult
29.0,male,High School,42787.0,8,MORTGAGE,8000.0,EDUCATION,12.68,0.19,9.0,651,No,0,0.18697267861733705,Medium,Average,Medium,Adult
32.0,female,Doctorate,44286.0,9,RENT,3050.0,VENTURE,6.99,0.07,5.0,627,Yes,0,0.06887052341597796,Low,Average,Medium,Adult
27.0,male,Master,42795.0,3,MORTGAGE,5000.0,HOMEIMPROVEMENT,12.68,0.12,5.0,595,Yes,0,0.11683607898118939,Medium,Average,Medium,Adult
29.0,male,Bachelor,44150.0,7,RENT,3075.0,MEDICAL,5.42,0.07,5.0,534,Yes,0,0.0696489241223103,Low,Poor,Medium,Adult
31.0,female,Bachelor,38007.0,10,RENT,3100.0,MEDICAL,10.59,0.08,9.0,699,No,1,0.08156392243534086,Low,Good,Low,Adult
30.0,male,Associate,38585.0,8,RENT,3100.0,EDUCATION,13.35,0.08,10.0,612,Yes,0,0.0803421018530517,Low,Average,Low,Adult
35.0,male,Bachelor,39526.0,12,RENT,3125.0,EDUCATION,7.14,0.08,9.0,696,No,0,0.07906188331731012,Low,Good,Low,Adult
29.0,female,Master,68621.0,8,RENT,3150.0,MEDICAL,15.62,0.05,10.0,664,No,1,0.04590431500561053,Low,Average,Medium,Adult
28.0,male,Bachelor,43432.0,7,MORTGAGE,11850.0,DEBTCONSOLIDATION,6.54,0.27,6.0,688,Yes,0,0.27284030208141463,Medium,Good,Medium,Adult
34.0,male,Associate,42977.0,10,MORTGAGE,5000.0,HOMEIMPROVEMENT,13.35,0.12,9.0,635,Yes,0,0.11634129883426018,Medium,Average,Medium,Adult
31.0,female,Bachelor,42773.0,10,MORTGAGE,2000.0,MEDICAL,11.01,0.05,6.0,680,Yes,0,0.04675846912772076,Low,Good,Medium,Adult
32.0,male,Associate,15389.0,12,RENT,3200.0,MEDICAL,11.01,0.21,7.0,608,No,1,0.20794073688998635,Medium,Average,Low,Adult
31.0,female,Associate,23006.0,7,RENT,3200.0,HOMEIMPROVEMENT,9.63,0.14,8.0,655,No,1,0.13909414935234288,Medium,Average,Low,Adult
32.0,female,Associate,43264.0,9,MORTGAGE,4000.0,DEBTCONSOLIDATION,13.61,0.09,5.0,629,Yes,0,0.09245562130177515,Low,Average,Medium,Adult
27.0,female,Bachelor,41404.0,7,RENT,3200.0,PERSONAL,11.99,0.08,9.0,668,Yes,0,0.07728721862621969,Low,Average,Medium,Adult
35.0,male,Master,41610.0,14,RENT,3200.0,VENTURE,16.49,0.08,5.0,672,No,0,0.07690459024273011,Low,Good,Medium,Adult
29.0,male,Bachelor,43088.0,8,RENT,3200.0,VENTURE,7.49,0.07,6.0,696,Yes,0,0.07426661715558856,Low,Good,Medium,Adult
28.0,male,Associate,42999.0,10,RENT,3200.0,EDUCATION,15.21,0.07,6.0,690,Yes,0,0.0744203353566362,Low,Good,Medium,Adult
30.0,male,Master,43030.0,5,MORTGAGE,5200.0,HOMEIMPROVEMENT,9.88,0.12,6.0,652,Yes,0,0.12084592145015106,Medium,Average,Medium,Adult
34.0,male,Bachelor,43283.0,8,RENT,3200.0,MEDICAL,11.26,0.07,6.0,668,No,0,0.07393202874107617,Low,Average,Medium,Adult
27.0,male,Master,44068.0,4,RENT,3200.0,EDUCATION,7.88,0.07,6.0,535,Yes,0,0.07261504946900245,Low,Poor,Medium,Adult
30.0,male,Bachelor,43999.0,5,RENT,3200.0,DEBTCONSOLIDATION,7.88,0.07,10.0,612,No,0,0.0727289256574013,Low,Average,Medium,Adult
30.0,female,Master,43036.0,5,MORTGAGE,22750.0,DEBTCONSOLIDATION,10.62,0.53,10.0,649,Yes,0,0.5286271958360442,High,Average,Medium,Adult
27.0,male,Associate,46315.0,6,RENT,3200.0,EDUCATION,12.42,0.07,5.0,564,Yes,0,0.06909208679693404,Low,Poor,Medium,Adult
28.0,male,Associate,46761.0,4,RENT,3200.0,PERSONAL,9.63,0.07,6.0,613,Yes,0,0.06843309595603174,Low,Average,Medium,Adult
33.0,female,Bachelor,42930.0,9,MORTGAGE,12000.0,MEDICAL,13.11,0.28,7.0,614,Yes,0,0.27952480782669464,Medium,Average,Medium,Adult
28.0,female,Associate,40318.0,4,RENT,3200.0,VENTURE,14.42,0.08,6.0,581,No,1,0.07936901632025398,Low,Average,Medium,Adult
35.0,female,Associate,41833.0,12,RENT,3200.0,HOMEIMPROVEMENT,9.99,0.08,7.0,676,No,1,0.0764946334233739,Low,Good,Medium,Adult
34.0,male,Associate,50312.0,14,RENT,3200.0,DEBTCONSOLIDATION,12.61,0.06,8.0,642,Yes,0,0.06360311655271109,Low,Average,Medium,Adult
35.0,female,High School,51458.0,10,RENT,3200.0,PERSONAL,15.62,0.06,5.0,696,No,0,0.06218663764623576,Low,Good,Medium,Adult
30.0,male,Bachelor,52944.0,9,RENT,3200.0,MEDICAL,11.48,0.06,9.0,693,No,0,0.060441220912662436,Low,Good,Medium,Adult
30.0,male,High School,52653.0,9,RENT,3200.0,MEDICAL,8.0,0.06,5.0,598,Yes,0,0.060775264467361784,Low,Average,Medium,Adult
28.0,female,Associate,58349.0,3,RENT,3200.0,EDUCATION,15.7,0.05,7.0,573,Yes,0,0.05484241375173525,Low,Poor,Medium,Adult
27.0,male,Bachelor,43049.0,7,MORTGAGE,15000.0,PERSONAL,12.53,0.35,5.0,567,Yes,0,0.3484401495969709,High,Poor,Medium,Adult
28.0,male,Bachelor,51266.0,8,RENT,3200.0,PERSONAL,16.32,0.06,8.0,635,No,1,0.06241953731517965,Low,Average,Medium,Adult
27.0,male,High School,61478.0,5,RENT,3200.0,DEBTCONSOLIDATION,11.49,0.05,7.0,666,Yes,0,0.052051140245291,Low,Average,Medium,Adult
34.0,female,Bachelor,64998.0,14,RENT,3200.0,EDUCATION,6.76,0.05,5.0,658,No,0,0.04923228407027908,Low,Average,Medium,Adult
27.0,male,Master,65989.0,1,RENT,3200.0,MEDICAL,12.69,0.05,10.0,628,Yes,0,0.04849293063995514,Low,Average,Medium,Adult
31.0,male,Bachelor,42907.0,9,MORTGAGE,15000.0,MEDICAL,13.92,0.35,8.0,590,No,0,0.34959330645349246,High,Average,Medium,Adult
27.0,female,Bachelor,65599.0,5,RENT,3200.0,VENTURE,9.88,0.05,7.0,639,Yes,0,0.04878123142121069,Low,Average,Medium,Adult
28.0,female,Bachelor,66922.0,3,RENT,3200.0,DEBTCONSOLIDATION,12.98,0.05,7.0,666,Yes,0,0.04781686142075849,Low,Average,Medium,Adult
29.0,male,High School,68102.0,7,RENT,3200.0,PERSONAL,11.01,0.05,7.0,587,No,0,0.04698834101788494,Low,Average,Medium,Adult
29.0,female,Master,62981.0,4,RENT,3200.0,EDUCATION,14.96,0.05,7.0,620,No,1,0.050808974135056605,Low,Average,Medium,Adult
32.0,male,Bachelor,43189.0,9,MORTGAGE,12000.0,VENTURE,9.63,0.28,8.0,669,Yes,0,0.2778485262451087,Medium,Average,Medium,Adult
29.0,male,Master,69762.0,8,RENT,3200.0,VENTURE,7.68,0.05,9.0,690,Yes,0,0.045870244545741234,Low,Good,Medium,Adult
33.0,male,High School,78018.0,12,RENT,3200.0,EDUCATION,10.74,0.04,9.0,639,Yes,0,0.04101617575431311,Low,Average,Medium,Adult
28.0,female,Bachelor,42669.0,4,MORTGAGE,9600.0,PERSONAL,13.16,0.22,8.0,667,No,0,0.2249876959853758,Medium,Average,Medium,Adult
28.0,male,Master,35591.0,5,MORTGAGE,5600.0,DEBTCONSOLIDATION,11.01,0.16,5.0,631,No,1,0.15734314854879042,Medium,Average,Low,Adult
28.0,female,Associate,85931.0,5,RENT,3200.0,HOMEIMPROVEMENT,14.61,0.04,5.0,617,No,1,0.03723918027254425,Low,Average,High,Adult
29.0,female,Master,42780.0,5,MORTGAGE,3600.0,PERSONAL,8.0,0.08,9.0,643,No,0,0.08415147265077139,Low,Average,Medium,Adult
33.0,male,Associate,114851.0,10,RENT,3200.0,HOMEIMPROVEMENT,7.51,0.03,5.0,593,No,0,0.02786218665923675,Low,Average,High,Adult
30.0,male,High School,132825.0,6,RENT,3200.0,PERSONAL,7.49,0.02,8.0,610,No,0,0.0240918501788067,Low,Average,High,Adult
27.0,male,Associate,43058.0,5,OWN,7500.0,VENTURE,11.34,0.17,9.0,638,Yes,0,0.17418365925031354,Medium,Average,Medium,Adult
35.0,male,High School,133041.0,12,RENT,3200.0,PERSONAL,11.48,0.02,9.0,566,Yes,0,0.024052735622853105,Low,Poor,High,Adult
31.0,male,Master,12846.0,9,RENT,3250.0,EDUCATION,7.88,0.25,10.0,678,No,1,0.25299704188074107,Medium,Good,Low,Adult
27.0,male,Bachelor,42834.0,7,OTHER,7000.0,VENTURE,8.0,0.16,7.0,651,No,0,0.16342158098706636,Medium,Average,Medium,Adult
27.0,male,Bachelor,15856.0,7,RENT,3250.0,VENTURE,10.36,0.2,9.0,658,No,1,0.20496972754793139,Medium,Average,Low,Adult
33.0,male,High School,24161.0,6,RENT,3250.0,DEBTCONSOLIDATION,16.32,0.13,7.0,608,No,1,0.13451429990480526,Medium,Average,Low,Adult
27.0,male,Associate,24985.0,6,RENT,3250.0,VENTURE,11.01,0.13,5.0,625,No,1,0.13007804682809687,Medium,Average,Low,Adult
30.0,male,Associate,28387.0,9,RENT,3250.0,VENTURE,14.11,0.11,7.0,646,No,0,0.11448902666713637,Medium,Average,Low,Adult
30.0,female,Master,42869.0,3,MORTGAGE,9500.0,HOMEIMPROVEMENT,11.99,0.22,8.0,679,Yes,0,0.22160535585154773,Medium,Good,Medium,Adult
30.0,male,Master,32705.0,9,RENT,3250.0,DEBTCONSOLIDATION,14.35,0.1,9.0,722,No,1,0.09937318452835958,Low,Good,Low,Adult
31.0,female,Associate,32923.0,7,RENT,3250.0,VENTURE,13.48,0.1,8.0,672,Yes,0,0.09871518391398111,Low,Good,Low,Adult
28.0,male,Associate,43257.0,7,OWN,4000.0,EDUCATION,11.49,0.09,10.0,695,Yes,0,0.09247058279584808,Low,Good,Medium,Adult
28.0,male,Associate,42763.0,2,MORTGAGE,16000.0,HOMEIMPROVEMENT,13.23,0.37,9.0,655,Yes,0,0.3741552276500713,High,Average,Medium,Adult
33.0,female,Master,22462.0,9,RENT,3300.0,EDUCATION,11.97,0.15,8.0,647,No,1,0.14691478942213515,Medium,Average,Low,Adult
35.0,female,High School,23655.0,14,RENT,3300.0,HOMEIMPROVEMENT,13.85,0.14,6.0,689,No,1,0.13950538998097653,Medium,Good,Low,Adult
29.0,female,Bachelor,46114.0,7,RENT,3300.0,EDUCATION,10.37,0.07,8.0,681,Yes,0,0.07156178167150974,Low,Good,Medium,Adult
30.0,female,Bachelor,54755.0,7,RENT,3300.0,EDUCATION,11.71,0.06,8.0,683,Yes,0,0.06026846863300155,Low,Good,Medium,Adult
28.0,male,High School,70259.0,4,RENT,3300.0,PERSONAL,11.01,0.05,8.0,682,Yes,0,0.046969071578018474,Low,Good,Medium,Adult
35.0,female,High School,90618.0,8,RENT,3300.0,EDUCATION,11.71,0.04,9.0,643,Yes,0,0.03641660597232338,Low,Average,High,Adult
27.0,male,Master,83643.0,7,RENT,3325.0,PERSONAL,16.32,0.04,7.0,695,No,1,0.039752280525566994,Low,Good,High,Adult
34.0,male,Associate,37295.0,14,RENT,3350.0,VENTURE,10.99,0.09,10.0,658,Yes,0,0.08982437324038074,Low,Average,Low,Adult
31.0,male,Bachelor,58432.0,10,RENT,3350.0,MEDICAL,13.98,0.06,5.0,650,No,0,0.0573315991237678,Low,Average,Medium,Adult
27.0,female,Bachelor,43538.0,5,MORTGAGE,12000.0,VENTURE,8.94,0.28,8.0,660,Yes,0,0.2756212963388304,Medium,Average,Medium,Adult
32.0,male,High School,43454.0,11,MORTGAGE,10000.0,VENTURE,15.95,0.23,5.0,501,Yes,0,0.23012841165370276,Medium,Poor,Medium,Adult
32.0,female,High School,39867.0,11,RENT,3400.0,VENTURE,11.01,0.09,5.0,628,No,1,0.08528356786314496,Low,Average,Low,Adult
34.0,male,Bachelor,43243.0,14,MORTGAGE,9000.0,PERSONAL,13.47,0.21,10.0,655,No,0,0.20812617070971023,Medium,Average,Medium,Adult
34.0,male,Associate,43207.0,11,MORTGAGE,5000.0,PERSONAL,10.74,0.12,7.0,698,No,0,0.11572198949244335,Medium,Good,Medium,Adult
32.0,male,Master,46070.0,10,RENT,3400.0,MEDICAL,9.88,0.07,9.0,711,No,0,0.07380073800738007,Low,Good,Medium,Adult
34.0,male,High School,53760.0,9,RENT,3400.0,EDUCATION,13.49,0.06,8.0,710,Yes,0,0.06324404761904762,Low,Good,Medium,Adult
35.0,male,Associate,58778.0,11,RENT,3400.0,DEBTCONSOLIDATION,13.06,0.06,9.0,579,No,0,0.057844771853414544,Low,Poor,Medium,Adult
28.0,female,Associate,92007.0,5,RENT,3400.0,DEBTCONSOLIDATION,8.49,0.04,5.0,635,No,0,0.03695371004380101,Low,Average,High,Adult
28.0,male,High School,43211.0,5,MORTGAGE,13000.0,DEBTCONSOLIDATION,11.01,0.3,9.0,595,No,0,0.3008493207748027,High,Average,Medium,Adult
31.0,female,Master,43542.0,7,MORTGAGE,9000.0,MEDICAL,6.03,0.21,9.0,644,Yes,0,0.20669698222405952,Medium,Average,Medium,Adult
33.0,male,High School,43415.0,10,MORTGAGE,6350.0,MEDICAL,7.51,0.15,5.0,625,Yes,0,0.1462628123920304,Medium,Average,Medium,Adult
31.0,male,Bachelor,43170.0,9,RENT,3425.0,VENTURE,13.43,0.08,7.0,676,Yes,0,0.07933750289552931,Low,Good,Medium,Adult
28.0,female,Bachelor,43387.0,7,MORTGAGE,1500.0,PERSONAL,8.49,0.03,10.0,707,No,0,0.03457256781985387,Low,Good,Medium,Adult
28.0,male,High School,43549.0,4,MORTGAGE,2050.0,EDUCATION,15.96,0.05,8.0,558,Yes,0,0.04707341155939287,Low,Poor,Medium,Adult
28.0,female,Bachelor,21059.0,6,RENT,3500.0,HOMEIMPROVEMENT,7.68,0.17,8.0,635,No,1,0.16619972458331356,Medium,Average,Low,Adult
35.0,male,Associate,23754.0,8,RENT,3500.0,VENTURE,9.32,0.15,6.0,687,No,1,0.14734360528753052,Medium,Good,Low,Adult
28.0,male,High School,43431.0,9,MORTGAGE,5500.0,DEBTCONSOLIDATION,11.49,0.13,5.0,661,Yes,0,0.12663765513112754,Medium,Average,Medium,Adult
32.0,male,Bachelor,24981.0,10,RENT,3500.0,PERSONAL,6.39,0.14,5.0,607,Yes,0,0.14010648092550337,Medium,Average,Low,Adult
28.0,male,Associate,43894.0,4,MORTGAGE,9600.0,VENTURE,5.42,0.22,8.0,614,Yes,0,0.21870870734041098,Medium,Average,Medium,Adult
29.0,male,Bachelor,43624.0,9,MORTGAGE,4000.0,DEBTCONSOLIDATION,7.88,0.09,6.0,610,Yes,0,0.09169264624977076,Low,Average,Medium,Adult
29.0,female,Bachelor,44140.0,7,MORTGAGE,3975.0,DEBTCONSOLIDATION,10.99,0.09,7.0,580,No,0,0.09005437245129135,Low,Poor,Medium,Adult
35.0,female,Bachelor,28192.0,14,RENT,3500.0,EDUCATION,14.22,0.12,9.0,692,No,0,0.12414869466515323,Medium,Good,Low,Adult
27.0,male,Master,28115.0,2,RENT,3500.0,PERSONAL,13.99,0.12,10.0,661,No,1,0.1244887070958563,Medium,Average,Low,Adult
35.0,female,Associate,29649.0,12,RENT,3500.0,VENTURE,12.99,0.12,6.0,647,Yes,0,0.11804782623359979,Medium,Average,Low,Adult
31.0,male,Bachelor,29526.0,11,RENT,3500.0,MEDICAL,6.17,0.12,6.0,623,Yes,0,0.11853959222380275,Medium,Average,Low,Adult
32.0,female,High School,30060.0,7,RENT,3500.0,MEDICAL,11.86,0.12,10.0,702,No,0,0.1164337990685296,Medium,Good,Low,Adult
28.0,male,Bachelor,29920.0,8,RENT,3500.0,HOMEIMPROVEMENT,14.72,0.12,6.0,627,No,1,0.11697860962566844,Medium,Average,Low,Adult
30.0,female,High School,31043.0,6,RENT,3500.0,PERSONAL,11.11,0.11,5.0,612,Yes,0,0.11274683503527365,Medium,Average,Low,Adult
28.0,female,Bachelor,31015.0,6,RENT,3500.0,MEDICAL,7.14,0.11,10.0,627,Yes,0,0.11284862163469289,Medium,Average,Low,Adult
30.0,male,Bachelor,44021.0,7,MORTGAGE,13500.0,DEBTCONSOLIDATION,9.91,0.31,5.0,663,No,0,0.3066718157243134,High,Average,Medium,Adult
29.0,female,Bachelor,33474.0,7,RENT,3500.0,DEBTCONSOLIDATION,11.99,0.1,7.0,673,No,0,0.10455876202425764,Medium,Good,Low,Adult
32.0,female,Master,36929.0,6,RENT,3500.0,PERSONAL,11.71,0.09,10.0,659,No,1,0.094776462942403,Low,Average,Low,Adult
30.0,male,Bachelor,44083.0,6,MORTGAGE,7000.0,HOMEIMPROVEMENT,10.65,0.16,5.0,574,No,0,0.15879137082321984,Medium,Poor,Medium,Adult
30.0,male,Master,44297.0,8,MORTGAGE,2400.0,HOMEIMPROVEMENT,10.65,0.05,10.0,668,No,0,0.054179741291735334,Low,Average,Medium,Adult
29.0,female,Associate,36937.0,4,RENT,3500.0,PERSONAL,11.86,0.09,8.0,640,Yes,0,0.09475593578254866,Low,Average,Low,Adult
29.0,female,High School,37896.0,8,RENT,3500.0,MEDICAL,5.99,0.09,8.0,643,No,0,0.09235803251002744,Low,Average,Low,Adult
27.0,male,Associate,38595.0,5,RENT,3500.0,MEDICAL,11.71,0.09,8.0,643,Yes,0,0.09068532193289286,Low,Average,Low,Adult
31.0,male,Master,39006.0,10,RENT,3500.0,VENTURE,11.49,0.09,6.0,666,Yes,0,0.08972978516125724,Low,Average,Low,Adult
29.0,female,High School,41717.0,7,RENT,3500.0,VENTURE,12.69,0.08,8.0,600,Yes,0,0.08389865043028022,Low,Average,Medium,Adult
30.0,female,Associate,36992.0,4,MORTGAGE,1100.0,PERSONAL,14.65,0.03,10.0,621,No,1,0.029736159169550174,Low,Average,Low,Adult
30.0,female,Master,44123.0,3,MORTGAGE,5000.0,MEDICAL,10.65,0.11,9.0,674,No,0,0.11331958389048795,Medium,Good,Medium,Adult
30.0,female,Bachelor,43953.0,7,MORTGAGE,15000.0,DEBTCONSOLIDATION,6.62,0.34,9.0,609,Yes,0,0.34127363319909904,High,Average,Medium,Adult
27.0,female,Bachelor,43036.0,5,RENT,3500.0,VENTURE,8.59,0.08,6.0,617,No,0,0.08132726089785296,Low,Average,Medium,Adult
30.0,female,Bachelor,43959.0,5,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.01,0.14,6.0,507,Yes,0,0.13649082099228826,Medium,Poor,Medium,Adult
33.0,female,Associate,44229.0,10,MORTGAGE,6250.0,PERSONAL,12.69,0.14,6.0,702,No,0,0.141310000226096,Medium,Good,Medium,Adult
31.0,female,Bachelor,44323.0,11,RENT,3500.0,MEDICAL,12.53,0.08,10.0,648,Yes,0,0.07896577397739322,Low,Average,Medium,Adult
31.0,female,Bachelor,44150.0,12,MORTGAGE,4800.0,HOMEIMPROVEMENT,7.51,0.11,5.0,717,Yes,0,0.1087202718006795,Medium,Good,Medium,Adult
29.0,male,Bachelor,50133.0,5,RENT,3500.0,DEBTCONSOLIDATION,11.97,0.07,9.0,673,Yes,0,0.06981429397801847,Low,Good,Medium,Adult
32.0,female,High School,51642.0,8,RENT,3500.0,VENTURE,14.35,0.07,7.0,630,Yes,0,0.06777429224274815,Low,Average,Medium,Adult
35.0,male,High School,52456.0,10,RENT,3500.0,PERSONAL,7.74,0.07,8.0,604,Yes,0,0.06672258654872655,Low,Average,Medium,Adult
27.0,female,Bachelor,53841.0,2,RENT,3500.0,MEDICAL,12.98,0.07,10.0,648,Yes,0,0.06500622202410802,Low,Average,Medium,Adult
29.0,male,Bachelor,56607.0,5,RENT,3500.0,EDUCATION,11.36,0.06,5.0,694,No,0,0.061829809034218385,Low,Good,Medium,Adult
28.0,male,High School,58441.0,4,RENT,3500.0,MEDICAL,15.21,0.06,10.0,632,Yes,0,0.059889461165962256,Low,Average,Medium,Adult
33.0,male,Bachelor,58611.0,14,RENT,3500.0,DEBTCONSOLIDATION,11.86,0.06,10.0,650,No,0,0.05971575301564553,Low,Average,Medium,Adult
30.0,male,Associate,36687.0,7,MORTGAGE,4400.0,HOMEIMPROVEMENT,11.99,0.12,5.0,619,No,1,0.11993349142748112,Medium,Average,Low,Adult
29.0,female,Master,51390.0,7,RENT,3500.0,DEBTCONSOLIDATION,12.67,0.07,5.0,650,No,1,0.06810663553220471,Low,Average,Medium,Adult
34.0,female,Master,44301.0,12,OWN,1200.0,VENTURE,5.42,0.03,8.0,677,Yes,0,0.027087424663100157,Low,Good,Medium,Adult
27.0,female,High School,43857.0,5,MORTGAGE,4800.0,VENTURE,8.49,0.11,8.0,668,No,0,0.10944661057527874,Medium,Average,Medium,Adult
32.0,male,Associate,61203.0,8,RENT,3500.0,PERSONAL,11.01,0.06,6.0,533,No,0,0.057186739212130126,Low,Poor,Medium,Adult
32.0,male,Master,44390.0,7,MORTGAGE,2600.0,HOMEIMPROVEMENT,7.49,0.06,8.0,615,Yes,0,0.05857175039423294,Low,Average,Medium,Adult
33.0,male,High School,44467.0,10,MORTGAGE,5000.0,PERSONAL,8.49,0.11,8.0,661,No,0,0.11244293521038073,Medium,Average,Medium,Adult
27.0,female,Master,44033.0,2,MORTGAGE,4000.0,VENTURE,11.49,0.09,9.0,721,No,0,0.0908409601889492,Low,Good,Medium,Adult
28.0,female,Bachelor,64544.0,4,RENT,3500.0,DEBTCONSOLIDATION,11.49,0.05,6.0,716,No,0,0.05422657411998017,Low,Good,Medium,Adult
35.0,female,Associate,43864.0,8,OWN,3925.0,VENTURE,9.99,0.09,5.0,712,Yes,0,0.08948112347255152,Low,Good,Medium,Adult
28.0,female,Associate,43924.0,5,OWN,2500.0,PERSONAL,15.99,0.06,8.0,667,No,0,0.05691649212275749,Low,Average,Medium,Adult
29.0,male,Master,44386.0,8,OWN,2500.0,VENTURE,10.99,0.06,7.0,581,Yes,0,0.056324066146983286,Low,Average,Medium,Adult
28.0,male,Doctorate,43937.0,5,MORTGAGE,1925.0,MEDICAL,15.23,0.04,8.0,657,Yes,0,0.04381273186608098,Low,Average,Medium,Adult
28.0,male,Associate,65856.0,4,RENT,3500.0,HOMEIMPROVEMENT,11.66,0.05,5.0,587,No,0,0.05314625850340136,Low,Average,Medium,Adult
32.0,male,Bachelor,59983.0,7,RENT,3500.0,HOMEIMPROVEMENT,10.65,0.06,6.0,650,No,1,0.058349865795308674,Low,Average,Medium,Adult
29.0,male,High School,68071.0,7,RENT,3500.0,DEBTCONSOLIDATION,10.37,0.05,7.0,611,Yes,0,0.05141690293957779,Low,Average,Medium,Adult
31.0,male,Bachelor,44089.0,10,MORTGAGE,1000.0,EDUCATION,10.59,0.02,9.0,502,Yes,0,0.022681394452130917,Low,Poor,Medium,Adult
28.0,female,High School,73085.0,7,RENT,3500.0,HOMEIMPROVEMENT,11.01,0.05,10.0,593,No,0,0.04788944379831703,Low,Average,Medium,Adult
27.0,male,Master,72867.0,3,RENT,3500.0,PERSONAL,9.32,0.05,7.0,514,Yes,0,0.04803271714219057,Low,Poor,Medium,Adult
31.0,female,Bachelor,44357.0,9,MORTGAGE,1600.0,EDUCATION,10.59,0.04,7.0,636,No,0,0.03607096963275244,Low,Average,Medium,Adult
29.0,male,Bachelor,75805.0,1,RENT,3500.0,HOMEIMPROVEMENT,10.99,0.05,5.0,678,No,0,0.04617109689334477,Low,Good,Medium,Adult
34.0,male,Associate,77188.0,14,RENT,3500.0,MEDICAL,10.0,0.05,10.0,589,Yes,0,0.04534383582940353,Low,Average,Medium,Adult
27.0,female,High School,77835.0,6,RENT,3500.0,VENTURE,7.9,0.04,5.0,638,Yes,0,0.044966917196633906,Low,Average,Medium,Adult
27.0,male,Bachelor,78753.0,4,RENT,3500.0,EDUCATION,13.49,0.04,9.0,674,Yes,0,0.04444275138724874,Low,Good,Medium,Adult
32.0,male,Master,71816.0,11,RENT,3500.0,EDUCATION,11.01,0.05,9.0,691,No,1,0.048735657792135456,Low,Good,Medium,Adult
31.0,male,Associate,43917.0,9,MORTGAGE,6000.0,VENTURE,6.99,0.14,9.0,585,Yes,0,0.13662135391761732,Medium,Average,Medium,Adult
27.0,female,High School,79278.0,8,RENT,3500.0,VENTURE,7.37,0.04,9.0,693,Yes,0,0.04414843966800373,Low,Good,Medium,Adult
32.0,male,High School,81124.0,6,RENT,3500.0,HOMEIMPROVEMENT,11.99,0.04,8.0,576,Yes,0,0.043143829199743605,Low,Poor,High,Adult
35.0,male,Master,81802.0,10,RENT,3500.0,HOMEIMPROVEMENT,10.62,0.04,9.0,631,Yes,0,0.04278623994523361,Low,Average,High,Adult
31.0,male,Associate,82732.0,11,RENT,3500.0,HOMEIMPROVEMENT,13.22,0.04,5.0,684,Yes,0,0.0423052748634144,Low,Good,High,Adult
27.0,male,Bachelor,37192.0,6,MORTGAGE,5350.0,PERSONAL,13.06,0.14,6.0,671,No,1,0.14384813938481394,Medium,Good,Low,Adult
28.0,male,High School,84859.0,5,RENT,3500.0,DEBTCONSOLIDATION,6.62,0.04,9.0,616,No,0,0.04124488857987957,Low,Average,High,Adult
28.0,male,Bachelor,84624.0,7,RENT,3500.0,PERSONAL,18.39,0.04,8.0,662,Yes,0,0.0413594252221592,Low,Average,High,Adult
33.0,female,Bachelor,44144.0,8,MORTGAGE,6625.0,EDUCATION,16.4,0.15,5.0,692,Yes,0,0.1500770206596593,Medium,Good,Medium,Adult
31.0,male,Bachelor,96879.0,9,RENT,3500.0,EDUCATION,13.49,0.04,6.0,633,Yes,0,0.036127540540261564,Low,Average,High,Adult
31.0,female,Bachelor,97246.0,6,RENT,3500.0,PERSONAL,12.99,0.04,7.0,706,No,0,0.03599119758139152,Low,Good,High,Adult
